cve,descrip
"V589","Ocupante no especificado de camioneta o furgoneta lesionado en accidente de  transporte sin colisión de tránsito"
"V593","Ocupante (cualquiera) de camioneta o furgoneta lesionado en accidente no de tránsito, no especificado"
"V594","Conductor de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V595","Pasajero de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V596","Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V598","Ocupante (cualquiera) de camioneta o furgoneta lesionado en otros accidentes de transporte especificados"
"V599","Ocupante (cualquiera) de camioneta o furgoneta lesionado en accidente de tránsito no especificado"
"V629","Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V635","Conductor de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V636","Pasajero de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V639","Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V645","Conductor de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V646","Pasajero de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V649","Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V675","Conductor de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V676","Pasajero de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V680","Conductor de vehículo de transporte pesado lesionado en accidente de transporte sin colisión no de tránsito"
"V683","Ocupante no especificado de vehículo de transporte pesado lesionado en accidente de transporte sin colisión no de tránsito"
"V685","Conductor de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito"
"V686","Pasajero de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito"
"V687","Persona que viaja fuera del vehículo de transporte pesado lesionada en accidente de transporte sin colisión de tránsito"
"V689","Ocupante no especificado de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito"
"V692","Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados,  en accidente no de tránsito"
"V693","Ocupante (cualquiera) de vehículo de transporte pesado lesionado en accidente no de tránsito, no especificado"
"V694","Conductor de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V696","Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V698","Ocupante (cualquiera) de vehículo de transporte pesado lesionado en otros accidentes de transporte especificados"
"V699","Ocupante (cualquiera) de vehículo de transporte pesado lesionado en accidente de tránsito no especificado"
"V706","Pasajero de autobús lesionado por colisión con peatón o animal en accidente de tránsito"
"V736","Pasajero de autobús lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V746","Pasajero de autobús lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V749","Ocupante no especificado de autobús lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V779","Ocupante no especificado de autobús lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V781","Pasajero de autobús lesionado en accidente de transporte sin colisión no de tránsito"
"V784","Persona lesionada al subir o bajar del autobús en accidente de transporte sin colisión"
"V785","Conductor de autobús lesionado en accidente de transporte sin colisión de tránsito"
"V786","Pasajero de autobús lesionado en accidente de transporte sin colisión de tránsito"
"V789","Ocupante no especificado de autobús lesionado en accidente de transporte sin colisión de tránsito"
"V791","Pasajero de autobús lesionado por colisión con otros vehículos de motor, y con los no especificados en accidente no de tránsito"
"V793","Ocupante (cualquiera) de autobús lesionado en accidente no de tránsito, no especificado"
"V794","Conductor de autobús lesionado por colisión con otros vehículos  de motor, y con los no especificados en accidente de tránsito"
"V795","Pasajero de autobús lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V798","Ocupante (cualquiera) de autobús lesionado en otros accidentes de transporte especificados"
"V799","Ocupante (cualquiera) de autobús lesionado en accidente de tránsito no especificado"
"V800","Jinete u ocupante de vehículo de tracción animal lesionado por caída (o por ser despedido) del animal o del vehículo de tracción animal, en accidente sin colisión"
"V804","Jinete u ocupante de vehículo de tracción animal lesionado por colisión con automóvil, camioneta o furgoneta, vehículo de transporte pesado, o autobús"
"V809","Jinete u ocupante de vehículo de tracción animal lesionado en otros accidentes de transporte, y en los no especificados"
"V813","Ocupante de tren o vehículo de rieles lesionado por colisión con otros objetos"
"V814","Persona lesionada al subir o bajar del tren o vehículo de rieles"
"V816","Ocupante de tren o vehículo de rieles lesionado por caída desde el tren o vehículo de rieles"
"V819","Ocupante de tren o vehículo de rieles lesionado en accidente ferroviario no especificado"
"V829","Ocupante de tranvía lesionado en accidente de tránsito no especificado"
"V839","Ocupante no especificado del vehículo industrial especial lesionado en accidente no de tránsito"
"V840","Conductor de vehículo agrícola especial lesionado en accidente de tránsito"
"V842","Persona que viaja fuera del vehículo agrícola especial lesionada en accidente de tránsito"
"V843","Ocupante no especificado de vehículo agrícola especial lesionado en accidente de tránsito"
"V844","Persona lesionada al subir o bajar del vehículo agrícola especial"
"V845","Conductor de vehículo agrícola especial lesionado en accidente no de tránsito"
"V846","Pasajero de vehículo agrícola especial lesionado en accidente no de tránsito"
"V847","Persona que viaja fuera del vehículo agrícola especial lesionada en accidente no de tránsito"
"V849","Ocupante no especificado de vehículo agrícola especial lesionado en accidente no de tránsito"
"V852","Persona que viaja fuera del vehículo especial para construcción lesionada en accidente de tránsito"
"V853","Ocupante no especificado de vehículo especial para construcción lesionado en accidente de tránsito"
"V859","Ocupante no especificado de vehículo especial para construcción lesionado en accidente no de tránsito"
"V860","Conductor de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de tránsito"
"V861","Pasajero de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de tránsito"
"V863","Ocupante no especificado de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de tránsito"
"V869","Ocupante no especificado de vehículo para todo terreno o de otro vehículo de motor para uso fuera de carretera lesionado en accidente no de tránsito"
"V870","Persona lesionada por colisión entre automóvil y vehículo de motor de dos o tres ruedas (tránsito)"
"V871","Persona lesionada por colisión entre otros vehículos de motor y un vehículo de motor de dos o tres ruedas (tránsito)"
"V872","Persona lesionada por colisión entre automóvil y camioneta o furgoneta (tránsito)"
"V874","Persona lesionada por colisión entre automóvil y vehículo de transporte pesado (tránsito)"
"V875","Persona lesionada por colisión entre vehículo de transporte pesado y autobús (tránsito)"
"V876","Persona lesionada por colisión entre tren o vehículo de rieles y automóvil (tránsito)"
"V877","Persona lesionada por colisión entre otros vehículos de motor especificados (tránsito)"
"V878","Persona lesionada en otros accidentes especificados de transporte de vehículo de motor sin colisión (tránsito)"
"V888","Persona lesionada en otros accidentes especificados de transporte de vehículo de motor sin colisión, no de tránsito"
"V890","Persona lesionada en accidente no de tránsito, de vehículo de motor no especificado"
"V892","Persona lesionada en accidente de tránsito, de vehículo de motor no especificado"
"V893","Persona lesionada en accidente de tránsito, de vehículo sin motor no especificado"
"V899","Persona lesionada en accidente de vehículo no especificado"
"V901","Accidente de embarcación que causa ahogamiento y sumersión en barco de pasajeros"
"V902","Accidente de embarcación que causa ahogamiento y sumersión en bote de pesca"
"V903","Accidente de embarcación que causa ahogamiento y sumersión en otro vehículo acuático con motor"
"V909","Accidente de embarcación que causa ahogamiento y sumersión en vehículo acuático no especificado"
"V919","Accidente de embarcación que causa otros tipos de traumatismo en vehículo acuático no especificado"
"V921","Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación, barco de pasajeros"
"V924","Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación, velero"
"V925","Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación, canoa o kayak"
"V928","Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación, otro vehículo acuático sin motor"
"V929","Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación, vehículo acuático no especificado"
"V931","Accidente en un barco de pasajeros, sin accidente a la embarcación, que no causa ahogamiento o sumersión"
"V933","Accidente en otro vehículo acuático con motor, sin accidente a la embarcación, que no causa ahogamiento o  sumersión"
"V943","Otros accidentes y los no especificados en otro vehículo acuático con motor"
"V950","Accidente de helicóptero con ocupante lesionado"
"V958","Accidente de otras aeronaves, con ocupante lesionado"
"V959","Accidente de aeronave no especificada, con ocupante lesionado"
"V970","Ocupante de aeronave lesionado en otros accidentes especificados de transporte aéreo"
